-[ RECORD 1 ]------------------+-----------------------------------------------------------------------------------------------------------
case_number                    | I-200-25335-446787
job_title                      | VMware and Window Systems Administrator
employer_name                  | Novalink Solutions LLC
secondary_entity_business_name | Virginia State Police
employer_phone                 | 14705672003
employer_poc_first_name        | Huu
employer_poc_last_name         | Phan
employer_poc_email             | reports@novalink-solutions.com
employer_poc_phone             | 14705672003
employer_poc_phone_ext         | 
worksite_address1              | 7700 Midlothian Turnpike
worksite_address2              | 
worksite_city                  | Richmond
worksite_county                | 
lawfirm_name_business_name     | Malik & Popiel PC
employer_address1              | 1186 Satellite Blvd
employer_address2              | Suite 250
employer_city                  | Suwanee
employer_state                 | GA
employer_postal_code           | 30024
begin_date                     | 2026-06-01
end_date                       | 2029-05-31
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Novalink Solutions LLC
soc_code                       | 15-1244.00
h_1b_dependent                 | Yes
-[ RECORD 2 ]------------------+-----------------------------------------------------------------------------------------------------------
case_number                    | I-200-25316-400265
job_title                      | Senior Software Developer
employer_name                  | Infowave Systems Inc
secondary_entity_business_name | VA Department of Medical
employer_phone                 | 18607607600
employer_poc_first_name        | SRILATHA
employer_poc_last_name         | VELIVALA
employer_poc_email             | HRD@INFOWAVESYSTEMS.COM
employer_poc_phone             | 18607607600
employer_poc_phone_ext         | 
worksite_address1              | 600 E Broad Street
worksite_address2              | 
worksite_city                  | Richmond
worksite_county                | 
lawfirm_name_business_name     | Lamboley Law FIrm LLC
employer_address1              | 10 Waterchase Drive
employer_address2              | Floor 2
employer_city                  | Rocky Hill
employer_state                 | CT
employer_postal_code           | 06067
begin_date                     | 2026-04-29
end_date                       | 2029-04-28
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Infowave Systems Inc
soc_code                       | 15-1252.00
h_1b_dependent                 | Yes
-[ RECORD 3 ]------------------+-----------------------------------------------------------------------------------------------------------
case_number                    | I-200-25316-400071
job_title                      | Senior Software Developer
employer_name                  | Infowave Systems Inc
secondary_entity_business_name | VA Department of Medical
employer_phone                 | 18607607600
employer_poc_first_name        | SRILATHA
employer_poc_last_name         | VELIVALA
employer_poc_email             | HRD@INFOWAVESYSTEMS.COM
employer_poc_phone             | 18607607600
employer_poc_phone_ext         | 
worksite_address1              | 600 E Broad Street
worksite_address2              | 
worksite_city                  | Richmond
worksite_county                | 
lawfirm_name_business_name     | Lamboley Law FIrm LLC
employer_address1              | 10 Waterchase Drive
employer_address2              | Floor 2
employer_city                  | Rocky Hill
employer_state                 | CT
employer_postal_code           | 06067
begin_date                     | 2026-04-29
end_date                       | 2029-04-28
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Infowave Systems Inc
soc_code                       | 15-1252.00
h_1b_dependent                 | Yes
-[ RECORD 4 ]------------------+-----------------------------------------------------------------------------------------------------------
case_number                    | I-200-25351-491008
job_title                      | Sr. DataStage ETL Analyst
employer_name                  | LORVENK TECHNOLOGIES LLC
secondary_entity_business_name | Virginia Department of Transportation (VDOT)
employer_phone                 | 12019821850
employer_poc_first_name        | SURAJ
employer_poc_last_name         | MULAMALLA
employer_poc_email             | hr@lor-venk.com
employer_poc_phone             | 12019821850
employer_poc_phone_ext         | 
worksite_address1              | 9120 Lockwood Blvd
worksite_address2              | 
worksite_city                  | Mechanicsville
worksite_county                | 
lawfirm_name_business_name     | Ishar Law Firm PC
employer_address1              | 5225 Hickory Park Dr
employer_address2              | Unit A
employer_city                  | GLEN ALLEN
employer_state                 | VA
employer_postal_code           | 23059
begin_date                     | 2026-04-20
end_date                       | 2029-04-19
total_worker_positions         | 1
new_employment                 | 0
