-[ RECORD 1 ]------------------+-----------------------------------------------------------------------------------------------------------
case_number                    | I-200-25350-486387
job_title                      | Lecturer (Philosophy)
employer_name                  | Georgia State University
secondary_entity_business_name | 
employer_phone                 | 14044132070
employer_poc_first_name        | Annette
employer_poc_last_name         | Burris
employer_poc_email             | aburris5@gsu.edu
employer_poc_phone             | 14044132070
employer_poc_phone_ext         | 2081
worksite_address1              | GSU, 25 Park Place, Suite 1600
worksite_address2              | 
worksite_city                  | Atlanta
worksite_county                | 
lawfirm_name_business_name     | 
employer_address1              | GSU, 25 Auburn Ave NE
employer_address2              | Suite 100
employer_city                  | Atlanta
employer_state                 | GA
employer_postal_code           | 30303
begin_date                     | 2026-06-01
end_date                       | 2029-05-31
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Georgia State University
soc_code                       | 25-1126.00
h_1b_dependent                 | No
-[ RECORD 2 ]------------------+-----------------------------------------------------------------------------------------------------------
case_number                    | I-200-25308-371129
job_title                      | Software Developer
employer_name                  | Delta Information Systems Inc
secondary_entity_business_name | Georgia Department of Education
employer_phone                 | 17707407101
employer_poc_first_name        | Srini
employer_poc_last_name         | Lavu
employer_poc_email             | info@deltainfosys.com
employer_poc_phone             | 17707407101
employer_poc_phone_ext         | 202
worksite_address1              | 205 Jesse Hill Jr. Drive SE
worksite_address2              | 
worksite_city                  | Atlanta
worksite_county                | 
lawfirm_name_business_name     | Transnational Legal Services PC
employer_address1              | 220 Prospect Place
employer_address2              | 
employer_city                  | Alpharetta
employer_state                 | GA
employer_postal_code           | 30005
begin_date                     | 2026-03-31
end_date                       | 2029-03-30
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 1
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Delta Information Systems Inc
soc_code                       | 15-1252.00
h_1b_dependent                 | No
-[ RECORD 3 ]------------------+-----------------------------------------------------------------------------------------------------------
case_number                    | I-200-25350-487221
job_title                      | Software Developer
employer_name                  | Delta Information Systems Inc
secondary_entity_business_name | Georgia Department of Education
employer_phone                 | 17707407101
employer_poc_first_name        | Srini
employer_poc_last_name         | Lavu
employer_poc_email             | info@deltainfosys.com
employer_poc_phone             | 17707407101
employer_poc_phone_ext         | 202
worksite_address1              | 205 Jesse Hill Jr. Drive SE
worksite_address2              | 
worksite_city                  | Atlanta
worksite_county                | 
lawfirm_name_business_name     | Transnational Legal Services PC
employer_address1              | 220 Prospect Place
employer_address2              | 
employer_city                  | Alpharetta
employer_state                 | GA
employer_postal_code           | 30005
begin_date                     | 2026-03-31
end_date                       | 2029-03-30
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 1
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Delta Information Systems Inc
soc_code                       | 15-1252.00
h_1b_dependent                 | No
-[ RECORD 4 ]------------------+-----------------------------------------------------------------------------------------------------------
case_number                    | I-200-25273-347309
job_title                      | DATABASE ARCHITECT
employer_name                  | RapidIT Inc
secondary_entity_business_name | Wisconsin Department of Transportation (WisDOT)
employer_phone                 | 16783663820
employer_poc_first_name        | Sai K K
employer_poc_last_name         | Vemulapalli
employer_poc_email             | hradmin@rapiditinc.com
employer_poc_phone             | 16783663820
employer_poc_phone_ext         | 27
worksite_address1              | 684 Stately Drive
worksite_address2              | 
worksite_city                  | Woodstock
worksite_county                | 
lawfirm_name_business_name     | 
employer_address1              | 4080 McGinnis Ferry Road
employer_address2              | Suite 1206
employer_city                  | Alpharetta
employer_state                 | GA
employer_postal_code           | 30005
begin_date                     | 2026-03-23
end_date                       | 2029-03-22
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | RapidIT Inc
soc_code                       | 15-1243.00
h_1b_dependent                 | Yes
-[ RECORD 5 ]------------------+-----------------------------------------------------------------------------------------------------------
case_number                    | I-200-25308-372110
job_title                      | DATABASE ARCHITECT
employer_name                  | RapidIT Inc
secondary_entity_business_name | Wisconsin Department of Transportation (WisDOT)
employer_phone                 | 16783663820
employer_poc_first_name        | Sai K K
employer_poc_last_name         | Vemulapalli
employer_poc_email             | hradmin@rapiditinc.com
employer_poc_phone             | 16783663820
employer_poc_phone_ext         | 27
worksite_address1              | 684 Stately Drive
worksite_address2              | 
worksite_city                  | Woodstock
worksite_county                | 
lawfirm_name_business_name     | 
employer_address1              | 4080 McGinnis Ferry Road
employer_address2              | Suite 1206
employer_city                  | Alpharetta
employer_state                 | GA
employer_postal_code           | 30005
begin_date                     | 2026-03-23
end_date                       | 2029-03-22
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | RapidIT Inc
soc_code                       | 15-1243.00
h_1b_dependent                 | Yes
-[ RECORD 6 ]------------------+-----------------------------------------------------------------------------------------------------------
case_number                    | I-200-25317-405015
job_title                      | Resident Consultant
employer_name                  | Trimble Inc
secondary_entity_business_name | Georgia Department of Transportation
employer_phone                 | 13036357475
employer_poc_first_name        | Pablo
employer_poc_last_name         | Arosemena
employer_poc_email             | pablo_arosemena@trimble.com
employer_poc_phone             | 13036357475
employer_poc_phone_ext         | 
worksite_address1              | 600 W Peachtree St NW
worksite_address2              | 
worksite_city                  | Atlanta
worksite_county                | 
lawfirm_name_business_name     | Berry Appleman & Leiden LLP
employer_address1              | 10368 Westmoor Drive
employer_address2              | 
employer_city                  | Westminster
employer_state                 | CO
employer_postal_code           | 80021
begin_date                     | 2026-03-16
end_date                       | 2029-03-15
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Trimble Inc
soc_code                       | 17-2051.00
h_1b_dependent                 | No
-[ RECORD 7 ]------------------+-----------------------------------------------------------------------------------------------------------
case_number                    | I-200-25347-480631
job_title                      | Research Scientist I
employer_name                  | Georgia State University
secondary_entity_business_name | 
employer_phone                 | 14044132070
employer_poc_first_name        | Annette
employer_poc_last_name         | Burris
employer_poc_email             | aburris5@gsu.edu
employer_poc_phone             | 14044132070
employer_poc_phone_ext         | 2081
worksite_address1              | GSU TReNDS Center, 55 Park Place, 18th Floor
worksite_address2              | 
worksite_city                  | Atlanta
worksite_county                | 
lawfirm_name_business_name     | 
employer_address1              | International Student and Scholar Services
employer_address2              | 25 AUBURN AVE NE, SUITE 100
employer_city                  | Atlanta
employer_state                 | GA
employer_postal_code           | 30303
begin_date                     | 2026-03-01
end_date                       | 2029-02-28
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Georgia State University
soc_code                       | 15-2031.00
h_1b_dependent                 | No
-[ RECORD 8 ]------------------+-----------------------------------------------------------------------------------------------------------
case_number                    | I-200-25349-484007
job_title                      | Lecturer (Philosophy)
employer_name                  | Georgia State University
secondary_entity_business_name | 
employer_phone                 | 14044132070
employer_poc_first_name        | Annette
employer_poc_last_name         | Burris
employer_poc_email             | aburris5@gsu.edu
employer_poc_phone             | 14044132070
employer_poc_phone_ext         | 2081
worksite_address1              | GSU, 25 Park Place, Suite 1600
worksite_address2              | 
worksite_city                  | Atlanta
worksite_county                | 
lawfirm_name_business_name     | 
employer_address1              | GSU, 25 Auburn Ave NE
employer_address2              | Suite 100
employer_city                  | Atlanta
employer_state                 | GA
employer_postal_code           | 30303
begin_date                     | 2026-03-01
end_date                       | 2029-02-28
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
